정기구독	정기구독 다음 배송일이 언제인가요?	에스더팩 정기구독은 27일 주기로 매월 자동 결제돼요. <br>결제일 기준으로 1~3일 내에 배송이 진행되며, 영업일 또는 택배사 상황에 따라 도착일이 달라질 수 있습니다.<br><br>만약 섭취 속도에 따라 에스더팩이 빨리 소진되거나 남아있는 경우, 결제일을 직접 조정하실 수 있어요. 결제일은 [주문/구독 > 상세] 화면의 '다음 결제일 변경' 버튼을 통해 직접 변경가능해요.<br><br><br>※ 다음 정기결제일은 '이전 배송일 기준' 최대 90일 뒤까지 변경 가능합니다.<br>※ 90일 이후 날짜로 변경이 필요한 경우, [마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 도와드릴게요.
정기구독	정기구독 배송지 변경은 어떻게 하나요?	배송지 변경은 [주문/구독 > 상세] 화면의 '배송지 변경' 버튼을 통해 직접 변경 가능해요.<br><br>정기구독은 회차별 자동 결제와 함께 바로 제작후 배송되기 때문에, 배송이 시작된 이후에는 변경을 시도하시더라도 변경이 반영되지 않을 수 있습니다.<br>배송지 변경을 원하시는 경우, 다음 회차 결제일이 도래하기 전에 미리 변경해두시는 것을 추천드려요.<br><br>배송지 변경이 어렵다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
정기구독	구독 해지 시 위약금이 발생하나요?	에스더팩 정기구독 서비스는 언제든 해지 가능하며, 위약금이 발생하지 않습니다.<br>정기구독 중 해지를 진행하실 경우, 다음 회차부터 결제가 진행되지 않아요.<br><br>구독해지가 어렵다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
정기구독	구독 해지를 하고 싶어요.	구독 해지 신청은 [주문/구독 > 상세] 화면 하단의 '해지하기' 버튼을 통해 진행하실 수 있어요. 구독 해지를 신청하면, 다음 회차부터 결제가 진행되지 않아요.<br>정기구독은 회차별 자동 결제가 이루어지기 때문에, 다음 결제일 이전에 해지 신청을 완료하셔야 정상적으로 구독이 종료됩니다.<br><br>구독해지가 어렵다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
안심챗/콜	안심챗/콜을 꼭 해야 하나요?	에스더팩은 개인 맞춤형 건강기능식품 소분 서비스로, 맞춤 영양제를 안심하고 섭취하실 수 있도록 결제 후, 전문가 상담이 필요합니다.<br><br>상담은 '안심챗(채팅상담) 또는 '안심콜(유선상담)' 중 편한 방식으로 선택하실 수 있어요.<br>전담 영양사가 약 3가지 질문을 통해 알레르기, 복용 중인 의약품 등 섭취 주의 제품을 확인해 드려요.<br><br><안심챗(채팅상담) 이용 방법><br>에스더팩 결제 완료 페이지에서 채널톡을 통해 상담을 바로 시작할 수 있어요. <br>결제완료 이후에는 [주문/구독 > 상세] 화면의 '안심챗/콜 예약' 버튼을 통해 상담 진행이 가능합니다.<br><br><안심콜(유선상담) 이용 방법><br>에스더팩 결제 완료 페이지에서 유선 상담을 예약할 수 있어요.<br>[안심콜 예약] 화면에서 상담 희망 날짜와 시간을 예약해주시면, 예약하신 시간에 전담 영양사가 연락드려요.<br>결제완료 이후에는 [주문/구독 > 상세] 화면의 '안심챗/콜 예약' 버튼을 통해 상담 진행이 가능합니다.<br><br>상담 이용이 어려우시거나 도움이 필요하시다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.<br><br>※에스더팩은 산업통상자원부로부터 '개인맞춤형 건강기능식품 서비스'로 규제특례 승인을 받은 사업입니다. 규제특례 가이드상 소분 서비스는 최초 상담(전화 또는 채팅) 1회가 필수이기에 전문가와 건강상담이 진행됩니다.
안심챗/콜	구매할 때마다 안심챗/콜을 해야 하나요?	에스더팩 첫 구매시, 안심챗/콜은 반드시 진행되어야 합니다. <br>전문 영양사 상담을 통해 알러지, 섭취 주의 제품을 확인해야 합니다. 채팅 또는 유선 상담을 통해 진행되며, 1분 이내 완료가 되니 편하신 방법으로 연락주세요.<br><br>만약 정기 구독 중이라면, 2회차 자동 결제부터는 안심챗/콜을 진행하지 않아도 됩니다.<br><br>안심챗/콜과 관련하여 도움이 필요하다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.<br><br>※에스더팩은 산업통상자원부로부터 '개인맞춤형 건강기능식품 서비스'로 규제특례 승인을 받은 사업입니다. 규제특례 가이드상 소분 서비스는 최초 상담(전화 또는 채팅) 1회가 필수이기에 전문가와 건강상담이 진행됩니다.
안심챗/콜	안심챗/콜은 어떻게 하나요?	<안심챗(채팅상담) 이용 방법><br>에스더팩 결제 완료 페이지에서 채널톡을 통해 상담을 바로 시작할 수 있어요. <br>결제완료 이후에는 [주문/구독 > 상세] 화면의 '안심챗/콜 예약' 버튼을 통해 상담 진행이 가능합니다.<br><br><안심콜(유선상담) 이용 방법><br>에스더팩 결제 완료 페이지에서 유선 상담을 예약할 수 있어요.<br>[안심콜 예약] 화면에서 상담 희망 날짜와 시간을 예약해주시면, 예약하신 시간에 전담 영양사가 연락드려요.<br>결제완료 이후에는 [주문/구독 > 상세] 화면의 '안심챗/콜 예약' 버튼을 통해 상담 진행이 가능합니다.<br><br>상담 이용이 어려우시다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.<br><br>※에스더팩은 산업통상자원부로부터 '개인맞춤형 건강기능식품 서비스'로 규제특례 승인을 받은 사업입니다. 규제특례 가이드상 소분 서비스는 최초 상담(전화 또는 채팅) 1회가 필수이기에 전문가와 건강상담이 진행됩니다.
안심챗/콜	안심콜 예약일을 변경이나 취소가 가능한가요?	<안심콜(유선상담) 예약 변경 및 취소 방법><br>[주문/구독 > 상세] 화면의 '예약 변경/취소' 버튼을 통해 예약 변경 및 취소가 가능합니다.<br><br>예약 변경 및 취소가 어려우시다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.<br><br>※에스더팩은 산업통상자원부로부터 '개인맞춤형 건강기능식품 서비스'로 규제특례 승인을 받은 사업입니다. 규제특례 가이드상 소분 서비스는 최초 상담(전화 또는 채팅) 1회가 필수이기에 전문가와 건강상담이 진행됩니다.
안심챗/콜	안심콜 예약 시간을 놓쳐서 연락을 받지 못했어요. 어떻게 해야 하나요?	안심콜 예약 시간에 연락을 받지 못하셨나요?<br>안심콜 재예약을 진행해주시거나, 안심챗으로 진행하는 방법을 알려드릴게요.<br><br><안심콜 재예약 방법><br>[주문/구독 > 상세] 화면의 '안심챗/콜 재예약' 버튼을 통해 재예약 가능합니다. <br><br><안심챗 진행><br>[주문/구독 > 상세] 화면의 '안심챗/콜 재예약' 버튼을 통해 안심챗 진행이 가능합니다.<br><br>안심챗/콜과 관련하여 도움이 필요하다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.<br><br>※에스더팩은 산업통상자원부로부터 '개인맞춤형 건강기능식품 서비스'로 규제특례 승인을 받은 사업입니다. 규제특례 가이드상 소분 서비스는 최초 상담(전화 또는 채팅) 1회가 필수이기에 전문가와 건강상담이 진행됩니다.
제품	에스더팩 한 팩에 여러개의 제품이 있는데 한 번에 모두 먹어도 괜찮을까요?	에스더팩은 여러 종류의 건강기능식품을 한 팩으로 간편하게 섭취하실 수 있도록 구성된 서비스입니다.<br>기능성이 중복되거나 섭취에 주의가 필요한 제품은 사전에 제외되기 때문에, 안심하고 한 번에 드셔도 괜찮습니다.<br><br>다만, 1회 섭취량이 많다고 느껴지신다면 [마이페이지 > 고객센터 > 1:1문의> 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
제품	약을 먹고 있는데, 에스더팩을 함께 먹어도 될까요?	에스더팩은 건강기능식품을 보다 안전하게 섭취하실 수 있도록, 배송 전 섭취 주의 제품을 꼼꼼하게 확인해드리고 있어요. 안심챗/콜 상담을 통해 의약품을 드시고 계시다면 함께 섭취하지 않도록 주의해야 하는 제품을 제외하고 구매하실 수 있도록 도와드리고 있어요.<br><br>※에스더팩은 질병/질환의 치료 및 예약을 목적으로 하지 않습니다. 질병 또는 질환을 보유한 경우 의사와 상담 후 서비스를 이용해주세요.
제품	제품의 영양 성분에 대해 알고 싶어요.	에스더팩에 포함된 모든 제품 정보는 에스더팩 앱을 통해 확인하실 수 있어요.<br>또한, 제품 구매하신 경우에는 [주문/구독 > 상세 > 복용가이드]에서 자세한 정보를 확인하실 수 있습니다.
제품	어린이나 청소년도 섭취 가능할까요?	에스더팩은 만14세부터 70세 이상까지, 전 연령을 위한 개인 맞춤형 건강기능식품을 제안합니다.<br>1:1 건강문진을 통해 어린이와 청소년기에 적합한 에스더팩도 추천받을 수 있어요.
배송	배송기간은 얼마나 걸리나요?	에스더팩은 개인 맞춤형 건강기능식품 소분 서비스로, 상담 후 생산 및 배송을 시작해요. 일반적으로 배송 시작 후 1~3일 내 배송되지만, 영업일 일정이나 택배사 사정에 따라 배송일이 달라질 수 있으니 참고해주세요.<br><br>배송 관련 추가 문의사항이 있다면?<br>[마이페이지 > 고객센터 > 1:1문의> 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
배송	배송비는 얼마인가요?	에스더팩 회원이라면 무조건 무료 배송으로 받아보실 수 있습니다.
배송	주문한 상품의 배송 현황을 어떻게 확인할 수 있나요?	주문한 에스더팩의 현황이 궁금하다면,<br>[주문/구독 > 상세] 화면 있는 송장번호로 확인 하실 수 있습니다.<br><br>배송 관련 추가 문의사항이 있다면?<br>[마이페이지 > 고객센터 > 1:1문의> 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
배송	주문한 상품의 배송지를 변경하려면 어떻게 해야하나요?	<한 번만 구매할 경우 / 정기구독의 1회차인 경우><br>최초 주문의 상담 전까지 [주문/구독 > 상세] 화면에서 '배송지 변경' 버튼을 통해 변경 가능합니다.<br>상담 이후에는 생산 및 배송이 시작되므로, 배송지 변경이 불가능 합니다.<br><br><정기구독의 경우><br>배송지 변경은 [주문/구독 > 상세] 화면의 '배송지 변경' 버튼을 통해 직접 변경 가능해요.<br>정기구독은 회차별 자동 결제와 함께 바로 제작후 배송되기 때문에, 배송이 시작된 이후에는 변경을 시도하시더라도 변경이 반영되지 않을 수 있습니다.<br>배송지 변경을 원하시는 경우, 다음 회차 결제일이 도래하기 전에 미리 변경해두시는 것을 추천드려요.<br><br>배송지 변경이 어렵다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.<br>
교환/반품	에스더팩을 교환/반품 할 수 있나요?	에스더팩은 개인 맞춤형 건강기능식품 소분 서비스로, 주문 제작되는 제품의 교환 및 반품이 불가능해요.<br><br>교환 및 반품 관련해서 궁금한점이 있다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
교환/반품	상품이 파손되어 배송되었는데, 어떻게 해야 하나요?	상품 파손으로 불편을 드려 진심으로 사과드립니다.<br>에스더팩은 출고 전 꼼꼼하게 검수하여 발송되고 있으나, 배송 과정 등 일부 제품이 훼손되는 경우가 발생할 수 있습니다.<br><br>파손 제품을 받으신 경우, [주문/구독 > 상세 > 지난회차가 주문이 궁금하다면?] 화면에서 '교환/반품' 버튼을 통해 직접 신청 가능하며, [마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주시면 확인 후 최대한 빠르게 안내드리겠습니다.<br><br>앞으로 더 안전하게 고객님께 제품이 전달될 수 있도록 배송 품질 개선에 최선을 다하겠습니다.
회원 정보	비회원도 주문할 수 있나요?	에스더팩은 건강 문진 결과 관리와 전문 영양상담사의 상담을 위해, 회원 대상으로 서비스를 제공하고 있습니다.<br>회원가입은 한 번만 하시면 모든 서비스를 이용하실 수 있어요.<br><br>지금 가입하고, 회원 전용 혜택과 맞춤 서비스를 함께 경험해보세요.
회원 정보	회원 정보는 어디서 변경할 수 있나요?	이름, 이메일 정보는 [마이페이지 > 회원정보 관리] 화면에서 수정하실 수 있어요.<br>전화번호 변경이 필요한 경우, [마이페이지 > 고객센터 > 1:1문의] 또는 에스더팩 카카오톡 채널로 문의해 주세요.<br><br>회원 정보 변경에 어려움이 있다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
회원 정보	아이디/비밀번호를 잊어버렸어요.	아이디 또는 비밀번호를 잊어버린 경우, [로그인 > 아이디찾기 / 비밀번호 찾기]를 통해 본인 인증 후 정보를 확인하실 수 있어요.<br><br>카카오, 네이버, 애플 SNS 간편 가입 고객님께서는 해당 SNS 채널을 통해 로그인하시면 됩니다.<br><br>혹시 어떤 채널로 가입 했는지 기억이 나지 않으셔도 걱정하지 마세요. 에스더팩은 통합회원 시스템을 통해 채널 간 정보가 연동되어 있어 원하시는 SNS 채널로 편하게 로그인하실 수 있어요.<br><br>※회원님의 개인정보 보호를 위해, 비밀번호는 6개월 마다 변경을 권장드리고 있습니다.<br><br>로그인 정보를 찾는데 어려움이 있다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
회원 정보	회원가입이 되자 않아요. 어떻게 해야 하나요?	회원가입이 정상적으로 진행되지 않는 경우, 아래 사항을 확인해 주세요.<br><br>첫 번째,<br>이미 가입된 회원인지 확인해 주세요.<br>동일한 정보로 기존 가입 이력이 있는 경우, [로그인 > 아이디/비밀번호 찾기]에서 계정을 확인하실 수 있어요.<br><br>두 번째,<br>입력한 정보에 오탈자가 없는지 확인해주세요.<br>- 아이디는 최소 6자리 이상 20자리 이내(영문, 영문_숫자)로 입력해 주세요.<br>- 비밀번호는 8자리 이상 20자리 이내(영문 대소문자, 숫자, 특수문자 !?@.#,$%^*&_-) 로 입력해주세요.<br><br>세 번째,<br>일시적인 네트워크 오류일 수 있어요.<br>앱을 껐다 다시 켜주세요.<br><br>회원가입에 어려움이 있다면?<br>고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
회원 정보	탈퇴는 어디서 하나요?	에스더팩에 만족하지 못하였나요?<br><br>에스더팩은 [마이페이지 > 회원정보 관리] 화면 하단의 '회원 탈퇴' 버튼을 통해 직접 진행하실 수 있습니다.<br>회원 탈퇴 시 14일 동안 재가입 불가하며, 동일한 아이디의 재가입을 제한하고 있습니다.<br><br>진행중인 정기구독이 있다면, 정기구독 해지 후 탈퇴를 진행해 주세요.<br>진행중인 주문이 있다면, 주문의 상태가 '구매확정' 된 후에 탈퇴를 진행해 주세요.<br><br>탈퇴에 어려움이 있다면?<br>[마이페이지 > 고객센터 > 1:1문의] 또는 고객센터(☎ 1555-5115, 평일 오전 9시~오후 6시) / 에스더팩 카카오톡 채널로 문의해 주세요.<br>친절하게 안내해드릴게요.
